attributes.Ambience.divey,attributes.RestaurantsDelivery,attributes.DogsAllowed,postal_code,hours.Thursday,attributes.BestNights.sunday,attributes.BYOB,attributes.AgesAllowed,attributes.Music.video,hours.Friday,latitude,attributes.Alcohol,attributes.Ambience.classy,attributes.RestaurantsTableService,business_id,attributes.Ambience.touristy,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Ambience.hipster,attributes.BusinessAcceptsCreditCards,is_open,attributes.DietaryRestrictions.vegetarian,attributes.Music.live,attributes.Music.background_music,neighborhood,attributes.BusinessParking.lot,attributes.Music.karaoke,review_count,attributes.GoodForMeal.breakfast,attributes.NoiseLevel,state,attributes.DriveThru,attributes.HasTV,attributes.GoodForMeal.dinner,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.AcceptsInsurance,attributes.BestNights.wednesday,hours.Wednesday,attributes.Open24Hours,attributes.Ambience.trendy,attributes.CoatCheck,hours.Monday,city,attributes.Music.no_music,hours.Tuesday,stars,attributes.RestaurantsPriceRange2,attributes.Ambience.intimate,attributes.GoodForMeal.latenight,attributes.GoodForMeal.dessert,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.GoodForKids,attributes.DietaryRestrictions.soy-free,attributes.GoodForMeal.brunch,attributes.BusinessParking.valet,longitude,attributes.DietaryRestrictions.gluten-free,attributes.BYOBCorkage,attributes.BusinessParking.garage,attributes.BestNights.friday,hours.Saturday,attributes.Music.dj,attributes.BestNights.saturday,attributes.Ambience.casual,attributes.BestNights.thursday,attributes.BestNights.monday,attributes.DietaryRestrictions.kosher,attributes.WiFi,attributes.Smoking,attributes.DietaryRestrictions.halal,attributes.GoodForDancing,attributes.ByAppointmentOnly,attributes.Caters,attributes.RestaurantsReservations,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.vegan,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
,,,61822,9:00-21:00,,,,,9:00-21:00,40.1487337339,,,,33055,,,,,"[u'Food', u'Grocery']",Aldi,,,,,False,1,,,,,True,,13,,,IL,,,,False,801 Interstate Dr,,9:00-19:00,,,,9:00-21:00,,,,9:00-21:00,Champaign,,9:00-21:00,3.0,1.0,,,,False,,,,,False,-88.2567358017,,,False,,9:00-21:00,,,,,,,,,,,,False,,,,,,,False,True,
,,,61821,8:00-21:00,,,,,8:00-21:00,40.111495500000004,,,,33147,,,,,"[u'Skin Care', u'Beauty & Spas', u'Tanning']",Rush Tan,,,True,,True,1,,,,,True,,3,,,IL,,,,False,"505 S Mattis Ave, Ste A",,8:00-21:00,,,,8:00-21:00,,,,8:00-21:00,Champaign,,8:00-21:00,4.5,2.0,,,,False,,,,,False,-88.2772066,,,False,,8:00-21:00,,,,,,,,,,,False,,,,,,,,,True,
False,True,,61822,10:30-21:00,,,,,10:30-21:30,40.13781710000001,none,False,False,33208,False,,,True,"[u'Restaurants', u'Chinese']",Best Wok,,,,False,True,1,,,,,False,,19,False,quiet,IL,,False,False,False,"907 W Marketview Dr, Ste 8",casual,10:30-21:00,,,,10:30-21:00,,False,,10:30-21:00,Champaign,,10:30-21:00,4.0,1.0,False,False,False,False,True,True,,False,False,-88.260388,,,False,,10:30-21:30,,,False,,,,free,,,,,,False,,,False,,False,True,True,False
,,,61821,,,,,,,40.126946999999994,,,,33682,,,,,"[u'Auto Repair', u'Automotive', u'Body Shops']",Tatman's Collision Repair,,,,,,0,,,,,,,4,,,IL,,,,,1101 N Country Fair Dr,,,,,,,,,,,Champaign,,,4.0,,,,,,,,,,,-88.280964,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,,61820,18:00-2:00,False,,21plus,False,18:00-2:00,40.1177536,full_bar,False,,33851,False,,,True,"[u'Event Planning & Services', u'Music Venues', u'Arts & Entertainment', u'Nightlife', u'Venues & Event Spaces', u'Dance Clubs']",The Accord,,False,True,False,True,1,,True,True,,False,False,14,,very_loud,IL,,True,,True,51 East Main St,,,False,,False,18:00-2:00,,False,True,,Champaign,False,18:00-22:00,3.5,2.0,False,,,False,,False,,,False,-88.2408818,,,False,True,18:00-2:00,True,True,False,True,False,,,outdoor,,True,,,,,,False,False,False,,True,False
False,False,False,61820,11:00-22:00,,,,,11:00-22:00,40.101521999999996,none,False,False,33852,False,,,True,"[u'Burgers', u'Restaurants']",Meatheads,,,True,False,True,1,,,,,True,,138,False,average,IL,True,False,True,False,1305 S Neil St,casual,11:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,4.0,2.0,False,False,False,False,True,True,,False,False,-88.24448000000001,,,False,,11:00-22:00,,,True,,,,free,,,,,True,False,,,False,,False,True,True,True
False,True,,61820,,,,,,,40.110827,,False,,34324,False,,,False,"[u'Restaurants', u'Pizza']",Drew's Pizza,,,,False,,0,,,,,,,13,False,,IL,,False,False,,508 E Green St,casual,,,,,,,False,,,Champaign,,,3.0,1.0,False,False,False,,False,False,,False,,-88.231612,,,,,,,,False,,,,,,,,,,,,,False,,False,False,,False
,,,61820,12:00-19:00,,,,,11:00-17:00,40.116164000000005,,,,34336,,,,,"[u'Home Services', u'Gardeners', u'Shopping', u'Nurseries & Gardening', u'Home & Garden', u'Local Flavor']",Plant Mode,,,,,True,1,,,,,,,3,,,IL,,,,,11 E University Ave,,12:00-16:00,,,,12:00-19:00,,,,12:00-17:00,Champaign,,12:00-17:00,4.5,1.0,,,,,,,,,,-88.24295500000001,,,,,12:00-17:00,,,,,,,,,,,,,,,,,,,,True,
False,False,,61820,11:00-22:00,,,,,11:00-22:00,40.11050170000001,beer_and_wine,False,False,34525,False,,,True,"[u'Restaurants', u'Comfort Food', u'Noodles', u'Asian Fusion', u'Italian']",Noodles & Company,,,False,False,True,1,,,,,False,,43,False,average,IL,,False,True,False,528 E Green,casual,11:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.0,1.0,False,False,False,False,True,True,,False,False,-88.2306324,,,False,,11:00-22:00,,,True,,,,free,,,,,True,False,,,False,,False,True,True,False
False,False,,61820,16:00-22:00,,,,,16:00-23:00,40.118742,full_bar,False,True,34527,False,,,True,"[u'Restaurants', u'Mongolian']",301 Mongolia,,,True,False,True,1,,,,,False,,60,False,average,IL,,False,False,True,301 N Neil St,casual,16:00-21:00,,,,16:00-22:00,,False,,16:00-21:00,Champaign,,16:00-22:00,3.5,2.0,False,False,False,False,True,True,,False,False,-88.24436259999999,,,True,,16:00-23:00,,,True,,,,free,,,,,False,True,,,False,,False,True,True,True
,,,61821,,,,,,,40.112342,,,,34828,,,,,"[u'Shopping', u'Videos & Video Game Rental', u'Books', u'Mags', u'Music & Video']",Blockbuster Video,,,,,,0,,,,,False,,5,,,IL,,,,False,1907 W Springfield Ave,,,,,,,,,,,Champaign,,,2.0,3.0,,,,False,,,,,False,-88.278054,,,False,,,,,,,,,,,,,,,,,,,,,,,
,,,61822,10:00-18:00,,,,,10:00-19:00,40.1426336,,,,35436,,,,,"[u""Women's Clothing"", u'Fashion', u'Shopping']",Paris Boutique,,,True,,True,0,,,,,False,,4,,,IL,,,,False,511 W Town Center Blvd,,,,,,10:00-18:00,,,,10:00-19:00,Champaign,,10:00-19:00,3.0,3.0,,,,False,,,,,False,-88.2589547,,,False,,10:00-18:00,,,,,,,,,,,,,,,,,,,,,
,,,61821,8:30-17:00,,,,,8:30-17:00,40.1110802,,,,35711,,,,,"[u'Building Supplies', u'Shopping', u'Tree Services', u'Appliances', u'Contractors', u'Kitchen & Bath', u'Home & Garden', u'Home Services']",Luther Falls Custom Kitchens,,,,,,1,,,,,False,,6,,,IL,,,,False,1902 Round Barn Rd,,,,,,8:30-17:00,,,,8:30-17:00,Champaign,,8:30-17:00,1.0,3.0,,,,False,,,,,False,-88.2817349,,,False,,10:00-14:00,,,,,,,,,,,True,,,,,,,,,,
,,,61820,10:00-21:00,,,,,10:00-21:00,40.1367738392,,,,35788,,,,,"[u'Home Decor', u'Shopping', u'Home & Garden', u'Kitchen & Bath', u'Furniture Stores']",Bed Bath & Beyond,,,,,True,1,,,,,False,,6,,,IL,,,,False,63 E Marketview Dr,,10:00-18:00,,,,10:00-21:00,,,,10:00-21:00,Champaign,,10:00-21:00,2.5,2.0,,,,False,,,,,False,-88.24006988309999,,,False,,9:00-21:00,,,,,,,,,,,,,,,,,,,,True,
,,,61821,11:00-22:00,,,,,11:00-22:00,40.1125152,,,,35982,,,,,"[u'Food', u'Food Delivery Services', u'Ice Cream & Frozen Yogurt']",Junior's Burger & Custard,,,,,True,0,,,,,True,,8,,,IL,,,,False,1511 W Springfield Ave,,11:00-22:00,,,,11:00-22:00,,,,11:00-22:00,Champaign,,11:00-22:00,3.5,2.0,,,,False,,,,,False,-88.27157509999999,,,False,,11:00-22:00,,,,,,,,,,,,,,,,,,,,,
False,False,False,61820,11:00-21:00,,,,,11:00-21:00,40.0880009,none,False,False,36301,False,,,True,"[u'Restaurants', u'Barbeque', u'Caribbean', u'Vegan', u'Vegetarian']",Caribbean Grill Restaurant,False,,True,False,True,1,False,,,,True,,27,False,average,IL,,False,True,True,2135 S Neil St,casual,11:00-21:00,,,,11:00-21:00,,False,,11:00-21:00,Champaign,,11:00-21:00,5.0,1.0,False,False,False,False,True,True,False,False,False,-88.24621979999999,False,,False,,11:00-21:00,,,True,,,False,no,,False,,,True,False,False,True,False,,False,True,True,True
False,True,False,61820,17:00-21:30,,,,,17:00-21:30,40.10768529999999,full_bar,False,True,36302,False,,,True,"[u'Korean', u'Restaurants', u'Asian Fusion', u'Sushi Bars', u'Japanese']",M Sushi & Grill,False,,True,False,True,1,,,,,True,,31,False,quiet,IL,,False,True,False,"715 S Neil St, Ste A",casual,11:30-14:30,,,,17:00-21:30,,False,,17:00-21:30,Champaign,,17:00-21:30,4.5,2.0,False,False,False,False,True,True,,False,False,-88.2436688,,,False,,17:00-21:30,,,True,,,,no,,,,,True,True,,,False,,False,True,True,False
,,,61821,,,,,,,40.1135723363,,,,36366,,,,,"[u'Food', u'Grocery']",Ruler Foods,,,,,,1,,,,,,,4,,,IL,,,,,2002 W Springfield Ave,,,,,,,,,,,Champaign,,,4.0,,,,,,,,,,,-88.28031429309999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,10:00-20:00,,,,,10:00-20:00,40.110208,,,,36592,,,,,"[u'Beauty & Spas', u'Nail Salons']",Dazzling Nails,,,True,,True,1,,,,,True,,28,,,IL,,,,False,45 E Green St,,12:00-17:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,3.0,1.0,,,,False,,,,,False,-88.24086940000001,,,False,,10:00-18:00,,,,,,,,,,,False,,,,,,,,,True,
,,,61820,8:00-20:00,,,,,8:00-20:00,40.1088651,,,,36593,,,,,"[u'Skin Care', u'Beauty & Spas', u'Tanning']",Classic Tan,,,True,,True,1,,,,,True,,3,,,IL,,,,False,703 S Neil St,,8:00-20:00,,,,8:00-20:00,,,,8:00-20:00,Champaign,,8:00-20:00,3.0,2.0,,,,False,,,,,False,-88.24346820000001,,,False,,8:00-20:00,,,,,,,,,,,False,,,,,,,,,,
False,False,,61820,6:00-21:00,,,,,6:00-21:00,40.1375355954,none,False,True,36730,False,,,True,"[u'Restaurants', u'American (Traditional)', u'Salad', u'Breakfast & Brunch']",Bob Evans,,,True,False,True,1,,,,,True,,30,True,average,IL,,False,False,False,1813 N Neil St,casual,6:00-21:00,,,,6:00-21:00,,False,,6:00-21:00,Champaign,,6:00-21:00,3.0,1.0,False,False,False,False,False,True,,True,False,-88.2444405556,,,False,,6:00-21:00,,,False,,,,free,,,,,,False,,,False,,False,True,True,False
,,,61820,7:30-21:00,,,,,7:30-21:00,40.1160427,,,,36744,,,,,"[u'Auto Parts & Supplies', u'Automotive']",AutoZone,,,,,True,1,,,,,,,6,,,IL,,,,,311 E University Ave,,8:00-21:00,,,,7:30-21:00,,,,7:30-21:00,Champaign,,7:30-21:00,3.5,,,,,,,,,,,-88.2340733,,,,,7:30-21:00,,,,,,,,,,,,,,,,,,,,,
False,False,,61822,11:00-22:00,,,,,11:00-22:00,40.1437944,full_bar,False,True,37146,False,,,True,"[u'Restaurants', u'American (Traditional)', u'Burgers', u'Sandwiches']",Ruby Tuesday,,,True,False,True,0,,,,,True,,32,False,average,IL,False,True,False,False,2301 North Prospect Avenue,casual,11:00-22:00,,,,11:00-22:00,,False,,11:00-22:00,Champaign,,11:00-22:00,3.0,2.0,False,False,False,False,True,True,,False,False,-88.2583963,,,False,,11:00-22:00,,,True,,,,no,,,,,True,True,,,False,,False,True,False,False
,,,61822,8:00-20:00,,,,,8:00-20:00,40.116420399999996,,,,37235,,,,,"[u'Photographers', u'Session Photography', u'Event Planning & Services', u'Professional Services', u'Event Photography']",Harold Huang Photography,,,,,False,1,,,,,,,3,,,IL,,,,,,,8:00-20:00,,,,8:00-20:00,,,,8:00-20:00,Champaign,,8:00-20:00,5.0,,,,,,,,,,,-88.2433829,,,,,8:00-20:00,,,,,,,,,,,,,,,,,,,,,
False,False,,61821,11:00-23:00,,,,,11:00-2:00,40.121049763,,False,,37668,False,,,True,"[u'Nightlife', u'Bars', u'Restaurants', u'Whiskey Bars', u'Hot Dogs']",Leadbelly's,,False,,False,True,0,,,,,,,4,False,,IL,,True,False,,601 N Country Fair Dr,casual,11:00-23:00,,,,11:00-23:00,,False,,11:00-23:00,Champaign,,11:00-23:00,5.0,2.0,False,False,False,,False,True,,False,,-88.28289404510001,,,,,11:00-2:00,,,False,,,,free,,,False,,,False,,,False,,False,True,False,False
,False,,61822,5:00-22:00,,,,,5:00-22:30,40.1481613,none,,,37721,,,,,"[u'Food', u'Coffee & Tea']",Starbucks,,,,,True,1,,,,,True,,39,False,,IL,,,False,False,2702 N Prospect Ave,,6:00-21:30,,,,5:00-22:00,,,,5:00-22:00,Champaign,,5:00-22:00,3.0,2.0,,False,False,False,False,,,False,False,-88.2572428,,,False,,5:00-22:30,,,,,,,free,,,,False,False,,,,,,,True,True,True
,,,61822,8:00-17:00,,,,,8:00-17:00,40.113731,,,,38301,,,,,"[u'Snow Removal', u'Local Services', u'Home Services', u'Patio Coverings', u'Contractors', u'Landscape Architects', u'Landscaping']",Kouski Landscaping Co.,False,,,,False,1,,,,,,,3,,,IL,,,,,4400 W Springfield Ave,,,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,5.0,,,,,,,,,,,-88.318668,,,,,,,,,,,,,,,,False,,,,,,,,,,
,,,61820,,,,,,,40.087669,,,,38590,,,,,"[u'Health & Medical', u'Doctors', u'Obstetricians & Gynecologists']",Women's Health Practice,,,,,,1,,,,,,,10,,,IL,,,,,2125 S Neil St,,,,True,,,,,,,Champaign,,,2.5,,,,,,,,,,,-88.246806,,,,,,,,,,,,,,,,True,,,,,,,,,,
,,,61821,9:00-17:00,,,,,9:00-17:00,40.118726,,,,38664,,,,,"[u'Gyms', u'Active Life', u'Event Planning & Services', u'Party & Event Planning', u'Fitness & Instruction']",McKinley Event Center,,,,,,1,,,,,,,3,,,IL,,,,,500 W Church St,,,,,,9:00-17:00,,,,9:00-17:00,Champaign,,9:00-17:00,3.0,,,,,,,True,,,,-88.250951,,,,,9:00-12:00,,,,,,,,,,,,,,,,,,,,,
,,,61821,9:00-19:00,,,,,9:00-19:00,40.112993599999996,,,,39029,,,,,"[u'Hair Salons', u'Beauty & Spas', u'Barbers']",Yuko Hair Salon,,,True,,False,1,,,,,True,,18,,,IL,,,,False,2911 W Springfield Ave,,,,,,9:00-19:00,,,,9:00-19:00,Champaign,,9:00-19:00,4.0,2.0,,,,False,,,,,False,-88.2937455,,,False,,9:00-19:00,,,,,,,,,,,True,,,,,,,,,,
False,False,,61822,11:00-21:00,False,,,False,11:00-22:00,40.083446,full_bar,False,True,39621,False,,,True,"[u'Restaurants', u'Nightlife', u'Breakfast & Brunch', u'Mexican', u'Bars', u'Sports Bars']",Cabo's Cantina and Grill,,False,True,False,True,0,,False,True,,True,False,24,False,average,IL,,True,False,False,2411 Village Green Pl,casual,7:00-21:00,False,,True,11:00-21:00,,False,False,11:00-21:00,Champaign,False,11:00-21:00,3.5,2.0,False,False,False,False,True,True,,False,False,-88.297332,,,False,False,7:00-22:00,False,True,True,True,False,,free,outdoor,,False,,,True,,,False,False,False,True,True,True
,,,61822,10:00-21:00,,,,,10:00-21:00,40.1403434027,,,,40042,,,,,"[u'Hair Removal', u'Cosmetics & Beauty Supply', u'Hair Salons', u'Shopping', u'Skin Care', u'Beauty & Spas', u'Makeup Artists']",Ulta Beauty,,,True,,True,1,,,,,True,,8,,,IL,,,,False,2023 N Prospect Ave,,11:00-18:00,,,,10:00-21:00,,,,10:00-21:00,Champaign,,10:00-21:00,4.0,2.0,,,,False,,,,,False,-88.2599431565,,,False,,10:00-21:00,,,,,,,,,,,True,,,,,,,,,True,
,,,61822,10:00-20:00,,,,,10:00-20:00,40.148451,,,,40043,,,,,"[u'Shopping', u'Home & Garden', u'Home Decor', u'Furniture Stores']",Sofa Mart,,,,,True,1,,,,,False,,8,,,IL,,,,False,2711 N. Prospect Ave.,,12:00-18:00,,,,10:00-20:00,,,,10:00-20:00,Champaign,,10:00-20:00,3.0,2.0,,,,False,,,,,False,-88.25901390000001,,,False,,10:00-20:00,,,,,,,,,,,,,,,,,,,,True,
,,,61821,9:00-17:00,,,,,9:00-17:00,40.1340929,,,,40108,,,,,"[u'Hotels', u'Event Planning & Services', u'Hotels & Travel']",Days Inn Champaign/Urbana,,,,,True,1,,,,,,,5,,,IL,,,,,914 West Bloomington Road,,9:00-17:00,,,,9:00-17:00,,,,9:00-17:00,Champaign,,9:00-17:00,1.5,1.0,,,,,,,,,,-88.2606991,,,,,9:00-17:00,,,,,,,free,,,,,,,,,,,,,,
,,,61821,9:00-21:00,,,,,9:00-21:00,40.120064,,,,40152,,,,,"[u'Health & Medical', u'Massage', u'Massage Therapy', u'Beauty & Spas']",LaVida Massage of Champaign,,,,,True,0,,,,,True,,12,,,IL,,,,False,1812 Glen Park Dr,,10:00-18:00,,False,,9:00-21:00,,,,9:00-21:00,Champaign,,9:00-21:00,3.0,2.0,,,,False,,,,,False,-88.278677,,,False,,9:00-21:00,,,,,,,,,,,True,,,,,,,,,False,
,,True,61820,0:00-0:00,,,,,0:00-0:00,40.1385059,,,,40350,,,,,"[u'Hotels', u'Hotels & Travel', u'Event Planning & Services']",La Quinta Inn Champaign,,,,,True,1,,,,,,,28,,,IL,,,,,1900 Center Dr,,0:00-0:00,,,,0:00-0:00,,,,0:00-0:00,Champaign,,0:00-0:00,3.5,2.0,,,,,,,,,,-88.2448836,,,,,0:00-0:00,,,,,,,free,,,,,,,,,,,,,,
,,,61821,8:00-17:30,,,,,8:00-17:30,40.136035299999996,,,,40569,,,,,"[u'Auto Repair', u'Tires', u'Automotive']",Beaumont Tire & Auto Repair,,,,,True,1,,,,,,,16,,,IL,,,,,1202 W Bloomington Rd,,,,,,8:00-17:30,,,,8:00-17:30,Champaign,,8:00-17:30,4.5,,,,,,,,,,,-88.2660528,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,,61822,11:00-20:30,,,,,11:00-21:00,40.0818615,none,False,True,40816,False,,,True,"[u'Restaurants', u'Korean']",San Maru,,,,False,True,1,,,,,True,,43,False,average,IL,,True,True,False,2504 Village Green Pl,casual,,,,,11:00-20:30,,False,,11:00-20:30,Champaign,,11:00-20:30,4.5,2.0,False,False,False,False,True,True,,False,False,-88.2963452,,,False,,11:00-21:00,,,False,,,,no,,,,,True,False,,,False,,False,True,True,True
,,,61824,,,,,,,40.1211828,,,,40981,,,,,"[u'Active Life', u'Races & Competitions']",Christie Clinic Illinois Marathon,,,,,,1,,,,,,,10,,,IL,,,,,,,,,,,,,,,,Champaign,,,4.5,,,,,,,True,,,,-88.2434596,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:00-19:00,,,,,9:00-19:00,40.109905,,,,40988,,,,,"[u'Home Services', u'Apartments', u'Real Estate']",West Quad,,,,,True,1,,,,,,,4,,,IL,,,,,29 E Green St,,12:00-16:00,,,,9:00-19:00,,,,9:00-19:00,Champaign,,9:00-19:00,3.0,,,,,,,,,,,-88.24159300000001,,,,,12:00-16:00,,,,,,,,,,,False,,,,,,,,,,
,,,61820,8:00-17:00,,,,,8:00-17:00,40.085744399999996,,,,40989,,,,,"[u'Masonry/Concrete', u'Contractors', u'Local Services', u'Chimney Sweeps', u'Pest Control', u'Home Services']",Grizzly's Chimney Sweep,,,,,True,1,,,,,,,3,,,IL,,,,,2001 A Melrose Dr,,,,,,8:00-17:00,,,,8:00-17:00,Champaign,,8:00-17:00,3.5,,,,,,,,,,,-88.252844,,,,,8:00-17:00,,,,,,,,,,,,,,,,,,,,,
,,,61820,9:00-17:00,,,,,9:00-18:00,40.116051,,,,40998,,,,,"[u'Banks & Credit Unions', u'Financial Services']",Chase Bank,,,,,,1,,,,,,,3,,,IL,,,,,201 W University Ave,,,,,,9:00-17:00,,,,9:00-17:00,Champaign,,9:00-17:00,4.5,,,,,,,,,,,-88.245719,,,,,9:00-13:00,,,,,,,,,,,,,,,,,,,,,
,,,61821,,,,,,,40.101758200000006,,,,41079,,,,,"[u'Movers', u'Home Services']",Twin City Movers,False,,,,False,1,,,,,,,3,,,IL,,,,,,,,,,,,,,,,Champaign,,,2.5,,,,,,,,,,,-88.27531440000001,,,,,,,,,,,,,,,,True,,,,,,,,,,
,,,61822,,,,,,,40.1585924,,,,41241,,,,,"[u'Automotive', u'Gas Stations']",Mobil Super Pantry,,,,,True,1,,,,,,,4,,,IL,,,,,3604 N Mattis Ave,,,,,,,,,,,Champaign,,,2.5,,,,,,,,,,,-88.2770969,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,,,,,,,40.094820899999995,,,,41384,,,,,"[u'Real Estate', u'Home Services', u'Apartments']",McKinley Apartments,,,,,,1,,,,,,,3,,,IL,,,,,1862 Valley Rd,,,,,,,,,,,Champaign,,,2.5,,,,,,,,,,,-88.248657,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,,61822,,,,,,,40.0836476,,False,,41498,False,,,True,"[u'Sandwiches', u'Fast Food', u'Restaurants']",Subway,,,,False,True,1,,,,,,,5,,,IL,,,,,2409 Village Green Pl,,,,,,,,False,,,Champaign,,,2.5,1.0,False,,,,,True,,,,-88.2965982,,,,,,,,False,,,,,,,,,,False,,,False,,False,True,,
False,False,,61820,0:00-12:00,,False,,,0:00-12:00,40.1106295,none,False,False,41655,False,,,True,"[u'Fast Food', u'Sandwiches', u'Restaurants']",Subway,,,,False,True,1,,,,,,,10,False,quiet,IL,False,False,False,,616 E Green St,casual,0:00-12:00,,,,0:00-12:00,,False,,0:00-12:00,Champaign,,0:00-12:00,2.5,1.0,False,False,False,,True,True,,False,,-88.2296312,,no,,,0:00-12:00,,,False,,,,no,,,,,True,False,,,False,,False,True,,True
False,True,,61821,,,,,,,40.1125258,none,False,False,42286,False,,,True,"[u'Greek', u'Restaurants']",Niro's Gyros,,,True,False,True,1,,,,,True,,31,False,quiet,IL,,True,True,False,2001 W Springfield Ave,casual,,,,,,,False,,,Champaign,,,3.5,1.0,False,True,False,False,False,True,,False,False,-88.2804392,,,False,,,,,True,,,,no,,,,,,False,,,False,,False,True,False,False
False,False,,61820,17:00-23:00,True,False,,False,17:00-23:00,40.1169069806,full_bar,True,True,42435,False,True,,True,"[u'American (New)', u'Nightlife', u'Italian', u'Lounges', u'Bars', u'Restaurants']",Bacaro,,False,True,False,True,1,,False,True,,False,False,146,False,average,IL,,False,True,True,113 N Walnut St,dressy,17:00-23:00,False,,False,17:00-23:00,,False,True,,Champaign,False,17:00-23:00,4.0,3.0,False,False,False,False,False,False,,False,False,-88.2426019246,,no,False,True,17:00-23:00,False,True,False,False,False,,no,no,,False,,False,True,,,False,False,False,False,False,True
,,,61820,,,,,,,40.1427776,,,,42436,,,,,"[u'Juice Bars & Smoothies', u'Food']",Quencher Smoothie's,,,,,,0,,,,,,,3,,,IL,,,,,2000 N Neil St,,,,,,,,,,,Champaign,,,3.5,,,,,,,,,,,-88.243865,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,12:30-21:00,,,,,12:30-21:00,40.110507299999995,,,,42558,,,,,"[u'Ice Cream & Frozen Yogurt', u'Do-It-Yourself Food', u'Food', u'Desserts']",Orange Leaf Frozen Yogurt,,,,,True,0,,,,,False,,6,,,IL,,,,False,512 E Green St,,12:30-21:00,,,,12:30-21:00,,,,12:30-21:00,Champaign,,12:30-21:00,4.0,1.0,,,,False,,,,,False,-88.2314522,,,False,,12:30-21:00,,,,,,,free,,,,,,,,,,,,,True,
,,,61820,11:00-18:00,,,,,11:00-18:00,40.116617,,,,42717,,,,,"[u'Used', u'Vintage & Consignment', u'Thrift Stores', u'Fashion', u'Shopping']",Le Shoppe,,,,,True,0,,,,,False,,4,,,IL,,,,False,110 E University Ave,,,,,,11:00-18:00,,,,,Champaign,,11:00-18:00,4.0,2.0,,,,False,,,,,False,-88.238179,,,False,,11:00-18:00,,,,,,,,,,,,,,,,,,,,True,
,,,61821,,,,,,,40.1117131,,,,42836,,,,,"[u'Food', u'Shopping', u'Florists', u'Flowers & Gifts', u'Bakeries']",Jerry's Iga,,,,,True,0,,,,,True,,5,,,IL,,,,False,2110 Round Barn Rd,,,,,,,,,,,Champaign,,,4.0,3.0,,,,False,,,,,False,-88.28150600000001,,,False,,,,,,,,,,,,,,,,,,,,,,,
,,,61820,10:00-18:00,,,,,10:00-18:00,40.116032000000004,,,,43050,,,,,"[u'Party Supplies', u'Costumes', u'Event Planning & Services', u'Shopping', u'Arts & Crafts']",Dallas & Co Costumes & Magic,,,True,,True,1,,,,,True,,10,,,IL,,,,False,101 E University Ave,,12:00-18:00,,,,10:00-18:00,,,,10:00-18:00,Champaign,,10:00-18:00,4.5,2.0,,,,False,,,,,False,-88.23853299999999,,,False,,10:00-18:00,,,,,,,,,,,,,,,,,,,,False,
False,True,,61820,11:00-21:00,,,,,11:00-21:00,40.0977581,none,False,False,43051,False,True,False,False,"[u'Southern', u'Restaurants', u'Soul Food']",Seaboat,,,True,False,True,0,,,,,True,,45,False,loud,IL,,True,True,False,403 W Kirby Ave,casual,12:00-20:00,,,,11:00-21:00,,False,,11:00-21:00,Champaign,,11:00-21:00,3.5,1.0,False,False,False,False,True,True,,False,False,-88.24879490000001,,yes_free,False,,11:00-21:00,,,True,,,,,,,,,True,False,,,False,,False,True,False,False
False,True,,61820,9:00-21:00,,False,,,9:00-21:00,40.1100704,none,False,True,43477,False,,False,True,"[u'Mexican', u'Food', u'Grocery', u'Restaurants']",El Charro,,,True,False,True,1,,,,,True,,53,False,average,IL,,True,False,False,55 E Green St,casual,9:00-19:00,,,,9:00-21:00,,False,,9:00-21:00,Champaign,,9:00-21:00,4.0,1.0,False,False,False,False,True,True,,False,False,-88.2395746,,yes_free,False,,9:00-21:00,,,True,,,,free,,,,,,False,,,False,,False,True,True,False
,,,61820,10:00-19:00,,,,,10:00-19:00,40.105187,,,,43478,,,,,"[u'Nail Salons', u'Beauty & Spas']",Anna's Nail Salon,False,,True,,True,1,,,,,True,,52,,,IL,,,,False,905 S Neil St,,11:00-18:00,,,,10:00-19:00,,,,10:00-19:00,Champaign,,10:00-19:00,4.5,1.0,,,,False,,,,,False,-88.243851,,,False,,10:00-19:00,,,,,,,,,,,False,,,,,,,,,False,
